Start Index|Event Name|Start Time|Elapsed Time|Workbook|Worksheet|Dashboard|DataSource Name|CacheHit|Command|Action Name|Command Name|DataEngine API|Dialog Name|Task Name|Job Name|Processor Time Inclusive|Processor Time Exclusive|User Time Inclusive|User Time Exclusive|ContextId|ThreadID|Depth|Path|Level0|Level1|Level2|Level3|Level4|Level5|Level6|Level7|Level8|Level9|Level10|Level11|Level12|Level13|Level14|Level15|Level16|Level17|Level18|Level19|Session ID|Request ID|URL|XML Size|XML Text
1067|RunNode_map|1571.609159700|0.000014900||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_map|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1068|case_copy|1571.609212200|0.000007000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|33|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_case.case_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1069|RunNode_case|1571.609177800|0.000049400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_case|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1070|case_copy|1571.609261100|0.000006300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|33|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_case.case_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1071|RunNode_case|1571.609229800|0.000045100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_case|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1072|RunNode_setValueMulti_zeroAlignFoldedAxes|1571.609279200|0.000014200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_setValueMulti_zeroAlignFoldedAxes|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1073|RunNode_setValueMulti_zeroAlignFoldedAxes|1571.609297600|0.000011000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_setValueMulti_zeroAlignFoldedAxes|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1074|RunNode_createTable|1571.609312100|0.000038400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_createTable|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1075|RunNode_copy|1571.609353800|0.000003800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1076|RunNode_copy|1571.609360200|0.000003200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1077|RunNode_copy|1571.609366100|0.000003000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1078|RunNode_copy|1571.609371800|0.000003300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1079|RunNode_index_StartIndex|1571.609379700|0.000007900||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_index_StartIndex|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1080|RunNode_createTable|1571.609390900|0.000018100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_createTable|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1081|async-task.task-tbb|1571.609510800|0.000044900||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5328|13480|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task.async-task.task-tbb|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1082|Task|1571.609503000|0.000055400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5328|13480|33|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1083|async-task.task-tbb|1571.609526400|0.000034300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5329|15252|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task.async-task.task-tbb|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1084|Task|1571.609520500|0.000042500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5329|15252|33|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1085|async-task.task-tbb|1571.609534300|0.000042100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5330|9824|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task.async-task.task-tbb|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1086|async-task.task-tbb|1571.609534500|0.000042100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5331|5580|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task.async-task.task-tbb|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1087|Task|1571.609526900|0.000052600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5331|5580|33|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1088|Task|1571.609527900|0.000051600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5330|9824|33|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy.Task|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1089|RunNode_groupBy|1571.609412200|0.000226600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_groupBy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1090|RunNode_return|1571.609644700|0.000013200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_return|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1091|RunNode_createTable|1571.609683800|0.000017300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_createTable|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1092|RunNode_copy|1571.609704200|0.000003500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1093|RunNode_map|1571.609710500|0.000017000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_map|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1094|RunNode_setValueMulti_computeAxisExtents|1571.609731800|0.000063600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_setValueMulti_computeAxisExtents|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1095|RunNode_map|1571.609799700|0.000015000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_map|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1096|RunNode_setValueMulti_computeAxisExtents|1571.609825200|0.000043500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_setValueMulti_computeAxisExtents|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1097|RunNode_copy|1571.609873000|0.000004300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
1098|RunNode_copy|1571.609880100|0.000004000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-applytransforms.rtpipeline_ApplyTransforms.trt_VM_Execute.RunNode_copy|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
