Start Index|Event Name|Start Time|Elapsed Time|Workbook|Worksheet|Dashboard|DataSource Name|CacheHit|Command|Action Name|Command Name|DataEngine API|Dialog Name|Task Name|Job Name|Processor Time Inclusive|Processor Time Exclusive|User Time Inclusive|User Time Exclusive|ContextId|ThreadID|Depth|Path|Level0|Level1|Level2|Level3|Level4|Level5|Level6|Level7|Level8|Level9|Level10|Level11|Level12|Level13|Level14|Level15|Level16|Level17|Level18|Level19|Session ID|Request ID|URL|XML Size|XML Text
829|visualmodelproducer-legacy-marklabels|1571.585989700|0.000028600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-marklabels|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
830|visualmodelproducer-legacy-axisencodings|1571.586021000|0.000472100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-axisencodings|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
831|visualmodelproducer-legacy-sortindicators|1571.586499200|0.000091300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-sortindicators|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
832|visualmodelproducer-legacy-textestimates|1571.586594600|0.000027400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-textestimates|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
833|layout-interpreter.set-initial-pane-sizes|1571.586827200|0.000032200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.set-initial-pane-sizes|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
834|layout-interpreter.size-labels|1571.586862300|0.000151700||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.size-labels|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
835|SimpleVisualLayoutComputer_ComputeHeaderGeometry|1571.587107400|0.000550800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|37|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view.ComputeLayout.SimpleVisualLayoutComputer_ComputeHeaderGeometry|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
836|FindNonFitting|1571.587716500|0.000293900||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|38|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view.ComputeLayout.FitHeaders.FindNonFitting|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
837|FindNonFitting|1571.588128700|0.000062500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|38|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view.ComputeLayout.FitHeaders.FindNonFitting|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
838|FitHeaders|1571.587678300|0.000598000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|37|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view.ComputeLayout.FitHeaders|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
839|SimpleVisualLayoutComputer_ComputeHeaderGeometry|1571.588283300|0.000433500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|37|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view.ComputeLayout.SimpleVisualLayoutComputer_ComputeHeaderGeometry|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
840|SimpleVisualLayoutComputer_ComputeHeaderGeometry|1571.588811900|0.000457800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|37|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view.ComputeLayout.SimpleVisualLayoutComputer_ComputeHeaderGeometry|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
841|ComputeLayout|1571.587102300|0.002180600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.002|0.000|0.000|0.000|5307|8312|36|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view.ComputeLayout|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
842|layout-interpreter.layout-view|1571.587017000|0.002284800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.002|0.000|0.000|0.000|5307|8312|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout.layout-interpreter.layout-view|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
843|layout-interpreter.layout|1571.586821600|0.002497000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.002|0.000|0.000|0.000|5307|8312|33|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout.layout-interpreter.layout|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
844|visualmodelproducer-legacy-layout|1571.586627100|0.002694400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.002|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-layout|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
845|visualmodelproducer-legacy-maplayers|1571.589326900|0.000016900||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-maplayers|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
846|visualmodelproducer-legacy-encodings|1571.589346600|0.000445500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-encodings|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
847|visualmodelproducer-legacy-pane|1571.589799100|0.000109400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass.visualmodelproducer-legacy-pane|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
848|visualmodelproducer-producedata-legacypass|1571.585419800|0.004490800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.004|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-legacypass|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
849|visualmodelproducer-producedata-pane-import|1571.589962600|0.000133700||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|35|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-partitionModel.partition-model-producer.produce-data-from-model.partition-model-producer.produce-pane-descriptors.visualmodelproducer-producedata-pane-import|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
850|partition-model-producer.produce-pane-descriptors|1571.589948600|0.000225500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|34|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-partitionModel.partition-model-producer.produce-data-from-model.partition-model-producer.produce-pane-descriptors|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
851|partition-model-producer.produce-axis-descriptors|1571.590178100|0.000074800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|34|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-partitionModel.partition-model-producer.produce-data-from-model.partition-model-producer.produce-axis-descriptors|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
852|partition-model-producer.produce-axis-descriptors|1571.590258700|0.000050200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|34|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-partitionModel.partition-model-producer.produce-data-from-model.partition-model-producer.produce-axis-descriptors|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
853|partition-model-producer.produce-data-from-model|1571.589925700|0.000395800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|32|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-partitionModel.partition-model-producer.produce-data-from-model|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
854|visualmodelproducer-producedata-partitionModel|1571.589918900|0.000411800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-partitionModel|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
855|visualmodelproducer-producedata-borderStyles|1571.590335600|0.000002000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-borderStyles|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
856|visualmodelproducer-producedata-markstacker|1571.590340200|0.000001400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-markstacker|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
857|visualmodelproducer-producedata-predictionbands|1571.590344000|0.000001100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-predictionbands|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
858|visualmodelproducer-producedata-dynamicformatting|1571.590348600|0.000001000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-dynamicformatting|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
859|visualmodelproducer-producedata-marklabels|1571.590351900|0.000001000||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-marklabels|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
